,YLD_KM,YLD_M,TW_KM,TW_M,HD_M,MD_KM,MD_M,PH_KM,PH_M
1,0.284449322990328,0.227664732081211,0.381979168480063,0.401215334111744,0.553172316850308,0.102297972387264,0.224848302993305,0.685861197175911,0.664908170893692
2,0.489214889758547,0.441626892996663,0.333369522548452,0.352079110056543,0.660401853929502,0.237992009444371,0.384093643876259,0.593777344742818,0.605118080351234
3,0.608576790072914,0.538046777107851,0.357843900279305,0.336158991825239,0.676845233752326,0.145601353375319,0.268194703629906,0.619355591884705,0.637981641743883
4,0.559596717056336,0.527341975043827,0.118347407923658,0.153742268879642,0.607208931193865,0.349846855928824,0.270117874743737,0.516971284797689,0.504194426879285
5,0.627406671413845,0.579477587459313,0.318823303857639,0.313824909340503,0.492481820288361,0.331962300759856,0.230234813484633,0.64911039679517,0.625379041632808
6,0.492605562770482,0.466857075354437,0.420219743712057,0.45183315159924,0.641968938842253,0.516856035798302,0.445427575620823,0.638451428858515,0.634903700190652
7,0.534140899920489,0.545131855022346,0.261137743470553,0.208749327701021,0.661058183620676,0.367931541785012,0.32439388208574,0.555403536634216,0.566808683466488
8,0.616495132341093,0.592083372561234,0.328432336647487,0.328227978691834,0.518860528340115,0.188911576641395,0.184792503607087,0.568969731282152,0.588358600405871
9,0.54198762388199,0.451750025675897,0.289472481552553,0.369825913595323,0.493778680243803,0.236300707898441,0.257563263333299,0.684060374567366,0.675431395669852
10,0.385876160483596,0.348497069963657,0.214921602131645,0.246141274080888,0.655254218161306,0.362128923176466,0.365851303082679,0.670047108666722,0.692842011655424
11,0.491735756095571,0.450608469280565,0.268351079937359,0.221570009309627,0.653514305198125,0.210119861078981,0.485126950960547,0.540725368457131,0.54911477425098
12,0.508334829112516,0.486860852406816,0.338279782465316,0.380893228997385,0.658893112434779,0.156549268765655,0.346701447088355,0.446549334938184,0.479781810948385
13,0.602483929154114,0.603130721097205,0.495705343418128,0.427350615532205,0.564464327130276,0.157285310465232,0.170618228472727,0.6852838411309,0.68255443829624
14,0.634825195505059,0.559341055519041,0.228500012356125,0.205594120073603,0.609027570939795,0.373851035642541,0.43234649963391,0.503496366694716,0.515274507074259
15,0.50796378105167,0.4662070016307,0.290639570346161,0.282376726531322,0.637867190233661,0.187177264802015,0.266814502541695,0.582076524937606,0.58689274276478
16,0.572084101752832,0.525175048643747,0.475705170139967,0.399517759907733,0.67766667005672,0.236052104156258,0.37927622282001,0.629458563282545,0.628631897212451
17,0.598395687167286,0.600305570897145,0.219600373271429,0.21700102434644,0.46077395802862,0.250841471277026,0.203928280682387,0.676164255522562,0.684678869789178
18,0.615673541694116,0.57713632699932,0.389208147066662,0.318110684040917,0.674635737983512,0.36110508211229,0.351817402994007,0.681608169996524,0.689905307064629
19,0.638359684254206,0.649599158444976,0.318550835103218,0.212928741199967,0.712404995118287,0.518650226518566,0.368043638698014,0.597511908316484,0.593106515039786
20,0.375468266180774,0.394847940191204,0.445960095997798,0.469973222049737,0.549272363466624,0.200721913393823,0.229500828530275,0.497275257410677,0.508115299604248
21,0.55744760336136,0.521771976540072,0.336957329326643,0.333356184977439,0.598976341421547,0.342095670108996,0.196856730453296,0.61771886916356,0.635121257878589
22,0.459473283856213,0.458925144116401,0.192992659605217,0.20762401986021,0.644659242276654,0.268168275360299,0.331056836662844,0.610104880280176,0.612685147695097
23,0.498270105173178,0.411780279557876,0.336798290837397,0.361480114494157,0.431594293336781,0.346651728147346,0.277848854604913,0.641442569923739,0.638130427642473
24,0.593848346511822,0.570470612611534,0.236618258555233,0.246445337837953,0.54559028544326,0.157783131974228,0.00776149692870621,0.657531435540763,0.657320889185313
25,0.508090864040557,0.460788979644398,0.36669817328142,0.347997618165698,0.533851326509541,0.230112947955366,0.266998705501857,0.603798465206419,0.619087197427924
26,0.571096635032366,0.550840143011849,0.255375996623302,0.247703051812067,0.529420974450142,0.280250592060201,0.313051687270218,0.570284209089698,0.569576465137279
27,0.472391017654076,0.429724843635397,0.161905429317755,0.162518280433649,0.620683336382122,0.138038566964653,0.329137229618476,0.601880986044374,0.629911204598963
28,0.541585849898895,0.530580943357576,0.29858968868574,0.278279629258709,0.651019661332302,0.452010384777157,0.39048570473299,0.581452712555023,0.596958600850571
29,0.519467429207223,0.476798392311827,0.299452005011576,0.287509048357615,0.539031101567907,0.336273509509979,0.32385784447586,0.636824976696825,0.639619410108613
30,0.692863415141554,0.631400686270693,0.400777208040014,0.374938593646862,0.461104757634131,0.138410849723344,0.129189146373699,0.552367308729173,0.555943006500441
31,0.351010002013603,0.322304684238207,0.207924922526773,0.212382214848366,0.620773203723369,0.242575304198262,0.246483909615105,0.577810957180452,0.586602483001414
32,0.497841757020649,0.462500849394411,0.206358520909385,0.181160473389268,0.670625093711389,0.390434731231299,0.366774958794726,0.558262655595162,0.565864417059424
33,0.502546266609985,0.469935486677717,0.328315395100378,0.308166160657771,0.599109812193308,0.277931597795884,0.250654675697077,0.540475314385657,0.565173343551198
34,0.444618905524572,0.466312478343272,0.301303380530334,0.254170929119334,0.696701339154957,0.200540589759495,0.334792457525748,0.680453422209926,0.694696664104198
35,0.598729103476047,0.583298161458256,0.172147187011516,0.134096382243777,0.415667131579241,0.141249972125824,0.120446198717862,0.424363360105276,0.444711500149334
36,0.427735218707481,0.487897639573068,0.435128584317865,0.414113882561972,0.650143786237036,0.334413712023209,0.293165374739304,0.660482852289199,0.653399147525645
37,0.559818052475138,0.484518433123607,0.278019705784786,0.252327912445771,0.629994267826045,0.401110117442799,0.311520317672957,0.576635459185007,0.591458709322996
38,0.568490523209187,0.559237059468532,0.334271254467876,0.321642997797778,0.633642493593676,0.491516960686299,0.392260509172936,0.606516222623718,0.634317378279976
39,0.597697095447366,0.536886272773852,0.368402206057082,0.336841402584625,0.668360079581665,0.251958879081194,0.421531961074007,0.688332574206198,0.682491445690684
40,0.44456837993644,0.44136770863395,0.278166473452546,0.239979202311656,0.565100334984808,0.483181165098375,0.338628735289629,0.484762614310297,0.470857191083762
41,0.511287927201945,0.480198318254013,0.39369329408155,0.376568279699814,0.655122768534086,0.46859737745993,0.408430023180251,0.579496505968619,0.593750089548239
42,0.550676777666172,0.48777919183969,0.180360826716634,0.198551950296244,0.431565188551489,0.164857355402587,0.190232072609271,0.657497635127771,0.678820273889781
43,0.543527607827885,0.539460785915771,0.221121584353964,0.236777366327968,0.533640602449702,0.25550301216883,0.336682032987666,0.61541477329925,0.638331895992309
44,0.696531493831103,0.68014088126951,0.344877135167459,0.274775687130419,0.688780119895958,0.360860487347374,0.338314942592395,0.452608377021906,0.456552278322529
45,0.41168453270245,0.352828833988113,0.265745876835166,0.298373155282051,0.574609226551387,0.174571173382316,0.321874724151484,0.613953911239264,0.627274562427083
46,0.576307018197958,0.592987955770982,0.293354557230998,0.279766906854665,0.69134123108366,0.416317836093798,0.413667715738851,0.644563604868052,0.664391511060193
47,0.54565505344444,0.55725526754881,0.254991187012148,0.262842507789624,0.638770031886949,0.43853552144936,0.423047264114658,0.633549852505725,0.61765668161218
48,0.5723971563541,0.539930197490187,0.257382428264105,0.236967248282693,0.588859599706903,0.527523872702674,0.558599042418172,0.649193376656399,0.655263026535936
49,0.433327839201205,0.396681321472952,0.185949923417198,0.197867561543469,0.552264740424846,0.453758018707415,0.386208448820911,0.447258107487873,0.461194246062125
50,0.405669056229574,0.430071684580582,0.19939597529975,0.203071381189962,0.531682246085035,0.378273545413923,0.326746710322414,0.651341962744235,0.658373309346067
51,0.50876718856904,0.466783609796203,0.235476979657996,0.239319795639594,0.690761165734451,0.270233538680231,0.311603441581557,0.562288447364825,0.554752873937988
52,0.55436692148979,0.566390653802703,0.193549655257803,0.214534840388144,0.668995801556202,0.532460549400777,0.427485724560488,0.52613072782113,0.542830462837862
53,0.572506330347938,0.549265164566423,0.0852050104709252,0.106438422426275,0.643261693172478,0.416695778265498,0.475430667713835,0.584920881999446,0.587579327115003
54,0.497014823037389,0.481554697908928,0.358601613216293,0.249802655109252,0.637089505673533,0.220841896868078,0.473735199019316,0.653976558613659,0.664918211963189
55,0.624698932887408,0.652646428778073,0.22134997490798,0.201519557870183,0.445451532176144,0.155710829845176,0.0826865118893387,0.669685256733006,0.66278232980524
56,0.646970648129316,0.614404527947308,0.344917164067044,0.369199886226357,0.697573603847073,0.487762510497544,0.416297830798869,0.483838950869852,0.513054144667035
57,0.477346532196859,0.472614884717349,0.38285666134785,0.379903026173032,0.716139876037667,0.292405574685099,0.4080386662388,0.579653895247158,0.573065173827953
58,0.526435263865576,0.52107721237732,0.0680486822375416,0.0769442742487591,0.5237324667682,0.402437063946629,0.44063809512342,0.520555303763485,0.522600276346247
59,0.455236353497404,0.411021209695039,0.298954154883339,0.277105836253779,0.563893324798479,0.144148160862254,0.271277044467778,0.465640758323912,0.475865701755895
60,0.594208406056532,0.568620046390747,0.404276736512186,0.404714096695702,0.617176227224321,0.316903041666337,0.268840400911568,0.654417489243018,0.652945842127002
61,0.310855021056037,0.35292645401121,0.291957299281287,0.252817864325367,0.544198536297507,0.242958758381377,0.359660858620967,0.466599254022622,0.471910822580295
62,0.490349738792696,0.480862262137788,0.409877549845102,0.393304864327801,0.605803721682239,0.144794325817372,0.31270442335062,0.611470394115269,0.601471169444621
63,0.524452220638871,0.509392822318101,0.345881553641047,0.35018894330944,0.653394867255472,0.501906857279692,0.369418664337015,0.659950460392352,0.653726275813149
64,0.426060475752257,0.41696419595454,0.256778688653147,0.287702269731166,0.522278540529445,0.16070544342545,0.41275375995045,0.718513080146154,0.704880526850967
65,0.636772182289346,0.592965947161116,0.426258823785217,0.415354112136563,0.627955239865435,0.265063271196274,0.25860571727212,0.691819187400551,0.685821142364341
66,0.530429041181182,0.498324961738607,0.0937421690834979,0.157606641859841,0.637602749030964,0.267359880659796,0.366447512857947,0.576074117211049,0.590938562167165
67,0.487523894335148,0.468621351742081,0.371548568042983,0.289977685001656,0.563984825177409,0.301055335782072,0.218649068829532,0.654591249989567,0.652279206207954
68,0.553317550985781,0.553238046081121,0.364272125404342,0.325139521333125,0.610571090094146,0.157306600388534,0.238744144417439,0.553493554362854,0.566037956868652
69,0.533534547163942,0.53395039543871,0.406539894589986,0.429790919834784,0.640400700179743,0.467124659428729,0.431447084576356,0.62853315269269,0.627098121131892
70,0.513911491751467,0.452633291252942,0.315038733543014,0.347847515763578,0.519360822510549,0.446651007490114,0.299375723206842,0.494272715280867,0.477533953001755
71,0.454203612014507,0.42502947710487,0.21363336477393,0.233877231349852,0.567958164722698,0.485090257816566,0.35222461498298,0.647601857127811,0.64100449801394
72,0.573144432991725,0.545195372173583,0.151909488281471,0.20251434358965,0.557075415596017,0.373471257845398,0.288003470370434,0.58470774036753,0.574491177942659
73,0.580813075357847,0.50426774512357,0.407918892231308,0.406086187988532,0.644072043986065,0.165107519537323,0.344632708047908,0.503704067740339,0.519093493364016
74,0.3662451090873,0.295161917712043,0.344698869712156,0.278577484440116,0.598838897897467,0.348133506783985,0.275021211833386,0.592483596785537,0.586269295905809
75,0.571267636874474,0.56354539946112,0.501219495134162,0.447848431858546,0.605791866451922,0.182894962974495,0.349747314821009,0.615887581368619,0.603887173914083
76,0.502244201321218,0.506277798382037,0.390318400273959,0.329627808830575,0.754561976353227,0.335493563199707,0.350669768572182,0.589187873932849,0.606745924818474
77,0.469495557927563,0.372332790785711,0.123497091905508,0.109896795664706,0.591235023267086,0.398735597608937,0.397758855988876,0.662137171639887,0.661312566730844
78,0.508343709184086,0.515831540242167,0.457490273797673,0.440556621292236,0.542260191778037,0.388325081470314,0.301230177313735,0.475497858715099,0.491998804140143
79,0.389258402480466,0.361840109540796,0.283338927790189,0.275091117598831,0.628449206163859,0.34150900609553,0.270948359663999,0.601857655887106,0.612586880561234
80,0.641499250937418,0.57255467993315,0.397148796796404,0.324803907167705,0.472269108470186,0.0478308875782367,0.193984735721543,0.54088823198906,0.550550515564509
81,0.546098189312592,0.515648237433476,0.411610885577011,0.376017419955284,0.630425894191857,0.491430420687855,0.354286805863199,0.620131318328197,0.624813265536709
82,0.490898734521043,0.458778489763437,0.428488602616936,0.387222462067973,0.6785864601941,0.402339799748849,0.372018398301966,0.586508804753991,0.588617971568003
83,0.517702757252184,0.490148099857555,0.252602358156555,0.284725167212115,0.605861982649138,0.629812294316241,0.54035725469978,0.498999327501799,0.502954634449227
84,0.601554543803725,0.572411164232202,0.405150073847161,0.365097821566468,0.685315517906252,0.278685566809997,0.547161997340944,0.58973882589196,0.574303481408356
85,0.355964622034001,0.330194075377952,0.297430037154834,0.284257892000755,0.525157814108718,0.238581607184765,0.224873584192514,0.631598626014456,0.62998857283935
86,0.430041194819471,0.409240851694925,0.280589210785381,0.296098617045937,0.603691335001399,0.185189190631976,0.383465671595615,0.553930940713618,0.564070301058667
87,0.504942586059551,0.477189467116315,0.301433879310338,0.274945789542707,0.489824345203976,0.387324897067419,0.290850647950949,0.474239925976068,0.498653826170438
88,0.55417329879492,0.533500433085128,0.292788579668439,0.287271303467994,0.607475517712168,0.399892668379141,0.454555430419093,0.523617666368363,0.532121007472368
89,0.560728146550348,0.517029603723084,0.318200335184508,0.287979727713344,0.641499221165004,0.34106375064123,0.24343138611423,0.625304371244813,0.626684358619483
90,0.512525411989434,0.487952200043788,0.271461310217239,0.26394029392542,0.678534223347057,0.313895401219848,0.398801083110913,0.700775953154736,0.708930642863901
91,0.441282393257567,0.407263931584688,0.385346427992818,0.366944605859281,0.502931576800893,0.469310507297134,0.419369854101503,0.564765028861456,0.559233462492934
92,0.43369534233304,0.346826240351219,0.154197554904643,0.189271182771046,0.57195116035664,0.266833751328998,0.232114503616217,0.481885152124077,0.474667663784742
93,0.424441459752913,0.428768878312685,0.420937717383239,0.424339350855398,0.493540486654581,0.346680571113067,0.260925484777007,0.641927451229182,0.616266635384946
94,0.456192204663758,0.42210904999486,0.166369051546699,0.162312316546566,0.53676154768291,0.252839176203494,0.391811673227932,0.565184626702023,0.566183666496
95,0.463669736442637,0.401713894196671,0.368156418544203,0.384464336325152,0.58177935828764,0.390817495603144,0.272410981649173,0.678173023492818,0.666520714594674
96,0.415755804651832,0.426980915236431,0.234491459001976,0.213817022082264,0.737186498983968,0.512976532717249,0.547200750306092,0.63307167102792,0.640872829677332
97,0.379737256672194,0.345944283041952,0.345327774374895,0.351533670608247,0.457595832329004,0.0807808153430976,0.187720277688098,0.660516557364159,0.683905433863866
98,0.563226820268112,0.520237888749911,0.160924984967884,0.158005256893223,0.70498286308359,0.295135363506076,0.315907090753857,0.595422007779743,0.624821401317568
99,0.608281753145344,0.552888165234564,0.415315499377081,0.404733089091427,0.678628867772955,0.40567347111323,0.330422551189375,0.687508138416807,0.687039708231729
100,0.580201467191972,0.557967046184785,0.379191432734015,0.357238799401072,0.632250135275114,0.32436837390135,0.449478561888903,0.584015246606302,0.579890514901694
